ID,Category,Latitude,Longitude
18608,D,34.80081028,-83.35237972
18609,C,43.3939314,-82.5039877
18610,D,45.85519311,-91.83451219
18611,A,36.37989955,-94.09268845
18612,C,43.21186805,-70.27751295
18613,A,41.60557961,-81.89248539
18614,A,26.47877081,-81.53155759
18615,A,32.96725527,-96.62786373
18616,D,42.27671848,-86.21997262
18617,B,39.53492163,-108.1631519
18618,C,35.01011453,-117.9725676
18619,C,34.97146299,-118.547522
18620,A,40.40734838,-76.94559572
18621,B,37.7803886,-121.9126041
18622,B,34.01899186,-111.9668174
18623,D,40.58051813,-83.23217347
18624,B,38.00434694,-121.6655689
18625,B,45.39387865,-92.79194175
18626,C,45.78120986,-94.35787214
18627,B,33.25148506,-116.5176299
18628,A,28.58860143,-80.50243097
18629,A,42.4466923,-71.2129443
18630,C,42.96750908,-70.27731142
18631,C,34.71765397,-83.85298083
18632,A,33.87934926,-84.30860434
18633,C,42.51212594,-88.16907206
18634,A,41.11159904,-72.87094196
18635,A,32.45790875,-86.06291345
18636,C,31.32661286,-94.94614014
18637,B,41.65552762,-72.61245268
18638,C,39.35605658,-89.61489072
18639,C,39.69240549,-76.62891161
18640,B,38.12828477,-121.5978964
18641,B,40.39498738,-76.27281112
18642,B,34.19607641,-117.1473056
18643,C,34.80301431,-83.46798459
18644,D,34.99031048,-117.3749305
18645,B,42.41849794,-87.19492746
18646,A,41.71302726,-87.05972994
18647,C,41.10650227,-79.26886633
18648,B,42.68309566,-82.94778034
18649,A,33.74754951,-117.5931815
18650,B,41.12275344,-73.87299116
18651,C,34.25422166,-117.0224103
18652,C,43.4124784,-73.2170206
18653,A,36.14514471,-86.84034839
18654,A,39.10014969,-120.9387698
18655,C,30.24000408,-95.11951642
18656,C,34.63971216,-117.6033261
18657,C,42.13170036,-87.59904874
18658,A,40.26807473,-74.58898727
18659,A,45.19423257,-89.30378633
18660,D,40.93274071,-81.55098229
18661,C,34.45108328,-116.6722437
18662,A,42.75160129,-83.27071141
18663,C,34.56256544,-116.6586155
18664,B,37.46363667,-113.1937964
18665,B,43.97331586,-83.48005024
18666,A,33.69238587,-117.0847529
18667,C,36.95875736,-114.4893426
18668,D,35.1925676,-78.8384162
18669,C,40.0098981,-79.6153675
18670,D,38.65264685,-120.5631721
18671,C,42.79158383,-87.47600647
18672,B,41.51526282,-81.21502018
18673,C,38.51858076,-120.4732776
18674,C,42.41118665,-87.55945915
18675,C,34.58311486,-117.3741435
18676,D,35.22329145,-118.1963441
18677,D,43.54787353,-82.21908007
18678,D,36.22344375,-118.1490966
18679,C,35.63034648,-79.97127652
18680,D,35.15015148,-117.8699395
18681,A,47.2892258,-122.692922
18682,C,33.11819293,-83.18314107
18683,A,40.72610623,-104.8241236
18684,D,47.09899853,-118.4729791
18685,A,33.77368751,-84.68751949
18686,A,43.25870201,-87.64121579
18687,D,40.08426434,-85.57199766
18688,D,34.48067828,-116.1721937
18689,C,38.15065991,-121.2553434
18690,B,37.99675495,-120.4029281
18691,B,36.24923666,-90.23679104
18692,D,39.2694826,-121.0543222
18693,D,30.53795708,-94.61098062
18694,A,42.21483909,-88.14959707
18695,B,33.06178548,-97.04778492
18696,A,44.20122272,-93.13349698
18697,D,48.39734796,-121.3158288
18698,D,48.66206256,-121.3717465
18699,B,43.42667653,-73.41701417
18700,C,43.16849316,-82.56968344
18701,C,34.47012287,-116.3826086
18702,B,36.00496978,-76.95744662
18703,D,29.38552486,-80.00721784
18704,A,33.85936131,-117.3800078
18705,B,34.39960448,-82.98326552
18706,C,33.13242076,-94.14063964
18707,C,49.55559408,-121.7253867
18708,C,41.44527081,-73.51451019
18709,C,38.84006661,-81.21348729
18710,C,30.07843404,-94.47250786
18711,D,30.94185028,-92.99698972
18712,A,41.59840723,-81.64098457
18713,D,29.37573523,-81.58209377
18714,A,34.40284515,-117.8289024
18715,B,38.60388369,-77.96584651
18716,A,44.96780841,-85.39567159
18717,C,31.28526612,-87.50616788
18718,C,33.66642313,-116.6989018
18719,D,37.80043556,-118.8557732
18720,A,37.28387613,-94.27550187
18721,D,41.6800659,-77.0392321
18722,B,36.49389438,-86.32642052
18723,D,37.62019006,-118.931633
18724,D,43.9412202,-76.9094017
18725,B,40.2787676,-76.5458867
18726,B,43.01366589,-82.62323061
18727,B,26.50261733,-79.78252667
18728,D,29.21519835,-80.74238305
18729,B,48.04093516,-122.3111438
18730,A,33.35371493,-96.56389147
18731,A,34.34284374,-83.70881486
18732,C,36.72202807,-114.7467169
18733,B,30.60557246,-91.65667104
18734,D,30.31891554,-97.47117836
18735,C,33.36140097,-116.600499
18736,C,43.64077666,-85.06895134
18737,C,47.12334544,-86.88812166
18738,D,35.93563428,-88.80574192
18739,A,41.84186817,-72.54368383
18740,C,42.93132777,-71.00422423
18741,A,47.32461373,-122.1305541
18742,B,34.28002469,-117.0506569
18743,D,40.02974349,-75.87677151
18744,A,28.5864305,-81.5203285
18745,C,40.17911173,-83.71296787
18746,B,34.35407434,-84.37034546
18747,C,43.16316699,-82.28478501
18748,C,42.70213656,-90.96015544
18749,C,38.48714797,-120.196412
18750,B,42.03690599,-93.10914071
18751,C,33.83953806,-111.355822
18752,D,43.97122969,-92.43094331
18753,B,34.00872086,-86.40310544
18754,C,43.23789444,-89.97405346
18755,B,41.35377034,-74.88750086
18756,C,36.78093578,-114.252426
18757,B,34.94949519,-82.27978981
18758,D,36.98322679,-93.28855641
18759,A,40.03305096,-88.81609974
18760,B,45.59561343,-92.67940527
18761,C,43.10871595,-82.47424235
18762,B,28.30734753,-81.66531017
18763,C,42.22192409,-81.25305675
18764,B,26.68473862,-79.78619238
18765,D,39.18369977,-84.68562823
18766,D,34.91900566,-117.2257903
18767,C,45.69809026,-92.58609674
18768,A,40.38877182,-85.21423478
18769,C,39.40319834,-120.7372575
18770,C,41.02727023,-79.29338377
18771,B,28.36099842,-82.03877658
18772,D,41.27973617,-85.98744643
18773,B,45.18311842,-91.03866485
18774,A,39.94683099,-104.7088023
18775,C,43.70486577,-75.57838523
18776,D,43.31409289,-71.59188711
18777,C,31.09665058,-97.17426362
18778,D,42.72352907,-70.67222353
18779,D,35.74780156,-86.72841774
18780,C,33.64836054,-96.15732746
18781,A,42.36770695,-83.54476825
18782,C,34.47618429,-117.0199377
18783,A,33.7993559,-84.3932001
18784,A,28.67184973,-81.21089297
18785,C,33.80231764,-111.285427
18786,B,35.03549289,-117.5865893
18787,B,41.46659144,-84.78388236
18788,A,41.18276691,-74.26937309
18789,B,44.42839102,-92.13809068
18790,C,41.24155367,-74.75927913
18791,A,38.52558559,-90.28366791
18792,C,41.48013105,-72.73861615
18793,D,44.01702885,-75.41818215
18794,B,32.74034129,-110.6446027
18795,B,32.25886498,-101.980733
18796,D,20.53254467,-154.2272356
18797,C,33.94376147,-111.1208126
18798,C,42.22345826,-85.30419064
18799,C,35.23511584,-117.5106067
18800,C,30.3911442,-81.6139168
18801,A,38.09443607,-87.49854293
18802,D,42.2551792,-95.1558973
18803,D,36.27830744,-93.45092546
18804,D,37.06673527,-114.1891688
18805,A,42.32480322,-71.37850658
18806,B,39.81198738,-83.78669132
18807,C,42.99287494,-70.51326666
18808,C,40.66315484,-104.4670275
18809,A,40.45776351,-74.41033249
18810,A,41.60736645,-82.48658775
18811,A,40.77491352,-73.81706648
18812,A,37.53588441,-79.00102569
18813,A,32.30831179,-110.9480028
18814,C,42.58069701,-87.18171909
18815,A,47.95626356,-122.1805684
18816,B,42.91441909,-76.05699341
18817,C,39.2776542,-89.9745155
18818,B,41.36694276,-73.41467224
18819,C,39.04551512,-84.80917548
18820,C,33.01834375,-91.55215625
18821,C,34.34496179,-116.4257031
18822,B,42.03523813,-87.41131827
18823,A,33.91848656,-84.53639664
18824,C,40.67470235,-82.23903455
18825,A,36.37130033,-115.0539467
18826,B,38.7091175,-85.1913228
18827,B,40.53944448,-82.43803252
18828,B,34.65191869,-118.8463567
18829,A,36.88433317,-76.35724583
18830,C,34.18999951,-81.45587969
18831,C,42.96331607,-71.00371693
18832,C,34.39606752,-83.69414248
18833,D,37.14729625,-118.4608547
18834,C,39.16447694,-89.68145306
18835,A,27.29877533,-82.14247827
18836,B,43.2547459,-73.4101141
18837,A,43.14633702,-82.34121628
18838,C,38.3849597,-121.0626978
18839,C,40.30741535,-104.3385496
18840,B,43.55940375,-88.86642615
18841,D,39.5936115,-120.2312982
18842,A,42.5675623,-83.2272281
18843,C,41.87750444,-88.61418306
18844,C,39.70880138,-93.99906262
18845,B,40.73509205,-104.4089332
18846,C,27.00879324,-79.48019336
18847,C,46.64148442,-94.59792541
18848,C,30.83951388,-81.03772912
18849,A,28.04517271,-82.52304449
18850,A,42.13557946,-87.48407854
18851,D,45.80409713,-92.04494687
18852,B,41.42543336,-81.17186674
18853,C,38.70384282,-121.555603
18854,D,30.82824225,-89.35804475
18855,A,33.22672488,-79.97126462
18856,A,29.72322013,-98.31929027
18857,A,40.24868039,-75.32099391
18858,C,40.33023373,-104.4566408
18859,C,35.896383,-84.1867063
18860,B,44.4630642,-122.7570281
18861,A,40.43415818,-75.73440892
18862,C,41.19084846,-73.74478114
18863,B,40.63316733,-76.41969037
18864,A,39.03220676,-76.64298294
18865,A,38.67916525,-121.5745297
18866,D,38.35374832,-76.70093768
18867,C,39.59881041,-76.82776659
18868,C,38.91857545,-84.89136115
18869,C,33.47479109,-95.99269241
18870,D,38.85253,-120.454357
18871,D,31.46333441,-86.21394559
18872,C,35.02122927,-77.10810043
18873,A,33.36922032,-111.9331077
18874,A,41.84617155,-72.52283375
18875,B,42.19217966,-72.28232234
18876,D,36.12718091,-88.80990609
18877,A,33.22088587,-96.72813573
18878,B,28.78759732,-81.01561928
18879,C,43.559958,-87.5057843
18880,A,39.3021837,-84.2852343
18881,D,36.78227152,-77.80761948
18882,C,40.19615848,-85.55617002
18883,C,44.3826646,-87.8927818
18884,D,34.07329933,-95.94467657
18885,A,43.00786075,-84.12968205
18886,C,37.28567959,-107.6309544
18887,A,43.02207605,-78.55575975
18888,B,41.11856779,-72.97478181
18889,A,28.36687886,-81.51048694
18890,B,37.9884964,-122.1493858
18891,C,43.20758515,-84.00116481
18892,D,41.65164789,-76.02944051
18893,C,43.81590419,-85.55308481
18894,A,41.79437569,-87.60885221
18895,D,30.35261547,-80.34408653
18896,C,34.04188968,-110.9715665
18897,A,34.07176746,-81.12849784
18898,B,38.05610192,-86.78375068
18899,D,35.24964534,-117.8217886
18900,A,33.92041543,-84.70815827
18901,A,41.90197773,-83.45125507
18902,D,40.2453873,-75.5773055
18903,C,39.66331509,-104.0219142
18904,C,32.9530331,-110.1502242
18905,A,42.57608976,-71.49081924
18906,C,30.79052991,-97.27209589
18907,A,37.4238019,-121.8197158
18908,D,28.32127249,-81.47741371
18909,C,43.55866427,-75.48868892
18910,C,30.14112479,-98.06133221
18911,D,32.38103046,-96.34574154
18912,D,42.52712431,-92.81359599
18913,A,36.43135322,-80.01553358
18914,C,28.50595854,-96.57723856
18915,C,41.34446478,-73.45139522
18916,C,42.91058278,-70.60752882
18917,C,41.15448321,-79.42857869
18918,D,41.02212943,-104.2646839
18919,D,34.9758153,-116.7397617
18920,C,41.85508083,-80.11019617
18921,C,34.11940512,-84.03286588
18922,B,37.77083563,-121.7359364
18923,B,33.67843215,-86.53562605
18924,B,42.70163895,-87.83297105
18925,D,41.724934,-80.5682751
18926,B,40.51612614,-82.57040056
18927,B,40.6388464,-73.9502066
18928,C,26.73496636,-79.49584664
18929,A,42.84940272,-84.51802828
18930,D,38.85536088,-121.1889177
18931,B,33.31372622,-116.6884477
18932,A,42.41999678,-85.02504502
18933,C,34.4585885,-117.6569762
18934,D,41.03908255,-73.16893145
18935,D,35.14802298,-117.4931575
18936,C,37.3834953,-119.2261438
18937,A,29.72089432,-95.08438938
18938,C,43.000071,-95.782631
18939,C,42.38745273,-70.56768569
18940,B,26.49778209,-79.80020361
18941,B,39.07267862,-120.8748293
18942,B,30.45748847,-93.82189953
18943,D,35.11872241,-82.97234779
18944,D,27.59897767,-79.15597163
18945,B,27.00549194,-79.78969096
18946,A,35.87056208,-80.59937592
18947,D,34.97210679,-83.23157121
18948,B,33.43744884,-96.71382606
18949,A,34.24902665,-84.08379145
18950,A,40.26280356,-82.91682194
18951,A,42.84943779,-71.48532521
18952,A,40.65234797,-79.97738153
18953,C,42.39976031,-72.11495811
18954,D,33.79467171,-95.84204829
18955,C,43.13853791,-70.71519309
18956,D,36.89391562,-114.2184364
18957,D,41.28333178,-110.9108612
18958,D,45.59806152,-72.59808118
18959,B,39.18224952,-76.82871638
18960,A,39.18006934,-94.50311886
18961,C,39.53203782,-76.37335338
18962,A,45.32669242,-93.04581558
18963,A,40.540837,-75.2913153
18964,C,39.73631676,-76.27445524
18965,A,29.52692657,-94.60424123
18966,C,27.94812259,-82.06196101
18967,B,40.95197426,-73.91036484
18968,B,40.7700489,-79.6124192
18969,A,42.87224442,-73.47398358
18970,D,41.73525132,-73.20220788
18971,A,43.26743058,-89.22868982
18972,A,40.89845589,-74.26185011
18973,B,30.64461657,-81.28571163
18974,C,35.68134642,-80.01410428
18975,B,32.8053451,-89.73896245
18976,A,36.47647954,-115.0070125
18977,A,40.50288518,-76.75803642
18978,B,45.49751859,-122.5095601
18979,B,33.29315023,-96.31644277
18980,A,36.45703615,-115.0874717
18981,A,32.38262896,-110.719399
18982,A,38.78977734,-121.1859917
18983,A,42.98354778,-83.01410172
18984,C,39.51762628,-76.34064872
18985,C,39.5030976,-76.4466156
18986,A,42.7610297,-88.2526053
18987,D,44.15418504,-88.28463096
18988,B,38.30835851,-87.13785249
18989,D,35.02922752,-117.7878201
18990,C,47.65533668,-122.2210846
18991,C,42.6302574,-79.5189536
18992,C,34.9671607,-117.8272713
18993,C,37.74398247,-120.810376
18994,C,39.80806202,-75.99234498
18995,A,33.92726428,-118.1162467
18996,A,39.59682502,-104.8780983
18997,A,30.25974398,-95.23929452
18998,C,36.89488368,-86.13165872
18999,D,34.72359509,-117.0934597
19000,A,42.34362607,-85.46281503
19001,A,39.73839,-119.5053813
19002,C,41.97864497,-81.13459913
19003,C,30.95743663,-90.48806717
19004,D,30.9214456,-94.2517089
19005,D,42.83366809,-87.05951711
19006,A,32.43724874,-95.14520296
19007,A,29.8556042,-97.9612895
19008,C,41.41260961,-73.33990909
19009,A,26.19627352,-98.2058124
19010,D,37.27360899,-114.1488037
19011,D,43.02379741,-70.95033209
19012,A,34.37188195,-118.0627409
19013,A,32.70077525,-93.45882575
19014,A,41.37267927,-95.83752473
19015,C,38.25623165,-121.3806597
19016,B,45.24581186,-92.64019414
19017,D,36.234058,-96.583676
19018,B,37.70602075,-76.92881085
19019,B,33.34171654,-79.62908516
19020,C,33.58505826,-96.39821374
19021,C,34.26967813,-101.1316727
19022,C,38.84304644,-84.97558756
19023,C,35.14076905,-91.99400925
19024,B,33.02064991,-96.51914009
19025,A,40.21865273,-74.89185497
19026,A,43.31281329,-78.75434871
19027,A,36.15365506,-95.90288364
19028,B,19.97721956,-155.5566416
19029,D,34.82076307,-117.0052219
19030,C,28.1223378,-98.9469896
19031,C,38.95809012,-120.8835727
19032,C,38.19835276,-96.91092324
19033,A,41.86536417,-87.82715603
19034,C,43.43701348,-87.50436852
19035,C,36.61060146,-86.21088884
19036,C,31.36220725,-87.54053875
19037,D,36.0463123,-88.9543402
19038,A,41.82203832,-71.29125168
19039,D,33.70304204,-96.44327856
19040,A,41.57643814,-82.07867676
19041,A,39.94998884,-75.37829416
19042,A,39.2357718,-96.5418092
19043,D,35.25303091,-117.8952765
19044,C,40.72811979,-74.36982291
19045,A,35.98370666,-83.76037234
19046,D,36.87791219,-85.67266761
19047,D,27.31390049,-80.89875831
19048,A,36.17367439,-83.79593361
19049,B,34.02846302,-111.835901
19050,D,35.01915744,-117.0245666
19051,A,38.69358313,-121.1792846
19052,A,38.31713932,-78.68122158
19053,C,35.85033367,-80.18796033
19054,A,28.10043436,-82.393054
19055,A,35.09048691,-81.85224759
19056,A,42.83832727,-82.90604393
19057,C,26.84031792,-79.53629308
19058,A,40.9602121,-96.4334826
19059,D,36.06884801,-101.0515661
19060,C,30.05069546,-98.03483851
19061,A,29.66706595,-98.23054435
19062,B,39.58579743,-94.25846227
19063,C,29.01596705,-79.93139355
19064,A,41.99429371,-87.75450939
19065,A,33.16752383,-96.92869107
19066,B,30.77617574,-86.09606226
19067,C,42.41719802,-86.92916308
19068,D,31.36244207,-96.71580193
19069,A,35.98857413,-78.70027497
19070,A,45.09967446,-92.64596414
19071,C,38.04597082,-121.0658732
19072,A,40.88515101,-80.10806079
19073,B,41.18519286,-73.42467634
19074,C,35.9901389,-79.9133016
19075,B,45.39787956,-92.93080034
19076,A,39.73630885,-86.02404615
19077,D,46.29119486,-121.7129409
19078,C,42.04386333,-89.94998067
19079,B,45.82142817,-122.4122928
19080,A,41.06251601,-73.91449099
19081,D,28.91778218,-81.86022982
19082,B,41.69787816,-71.83364384
19083,B,35.66252074,-80.38653726
19084,B,37.22454006,-119.2824066
19085,D,37.22397764,-94.90981706
19086,B,39.55963796,-84.26551904
19087,C,33.72158496,-96.05956924
19088,D,41.55731963,-74.52138047
19089,B,38.47647282,-92.28715226
19090,D,42.62352991,-87.01699479
19091,B,26.9250117,-81.4917756
19092,D,34.36703768,-111.4470183
19093,D,36.14225664,-105.7083354
19094,C,40.37709936,-104.3350731
19095,A,44.13903769,-90.92773431
19096,A,33.02743756,-96.68911444
19097,A,37.57599036,-121.7985041
19098,D,48.89467132,-121.2050157
19099,A,32.25767399,-110.736516
19100,D,35.2225458,-117.4411012
19101,A,45.3104541,-92.8023919
19102,D,48.72959433,-116.4182402
19103,B,42.87316501,-87.61892989
19104,C,38.86872654,-76.85809786
19105,A,45.67058025,-122.4076066
19106,A,35.73081822,-80.57346928
19107,A,42.63059578,-88.76442692
19108,A,35.40269827,-80.80710333
19109,D,33.67999421,-116.1447008
19110,A,30.03123729,-95.29360301
19111,A,39.63182618,-76.46388712
19112,A,33.61310829,-112.2461487
19113,C,41.6810684,-73.1168264
19114,B,41.93813812,-72.35427868
19115,C,42.29018665,-70.06006335
19116,D,40.29752163,-73.77309837
19117,C,39.59552232,-76.25442468
19118,C,37.33189312,-75.85611088
19119,A,35.7109153,-101.3533752
19120,D,30.31844386,-97.66743224
19121,A,43.27294943,-89.03617857
19122,C,39.42517118,-82.26276782
19123,B,43.15400202,-71.57645038
19124,B,43.51697398,-89.04067302
19125,A,41.10428196,-73.97803483
19126,D,45.69643716,-92.49691384
19127,A,42.43482046,-71.05231694
19128,A,40.79198095,-73.80279905
19129,A,38.34934595,-92.43824005
19130,C,38.56894165,-121.7659654
19131,C,43.08003054,-70.38962946
19132,B,29.96212705,-97.90528225
19133,A,42.43642217,-71.14950953
19134,C,40.45646704,-74.43311196
19135,B,38.44356043,-84.11761157
19136,D,37.75491546,-75.27797024
19137,C,27.33035729,-81.27621071
19138,A,27.84710914,-97.29936786
19139,A,38.0244021,-122.1692159
19140,D,38.57644332,-121.3669131
19141,B,32.6524299,-106.4652177
19142,D,40.42975794,-118.9437228
19143,B,26.60680127,-97.75210203
19144,C,43.34022687,-70.54013413
19145,C,41.3448063,-73.2703147
19146,C,39.51285702,-119.3889425
19147,C,40.69635368,-74.23927432
19148,A,39.99648023,-76.54925107
19149,D,41.40165258,-88.09542062
19150,B,41.55469982,-95.72117718
19151,A,40.19121498,-82.88454702
19152,C,37.40925313,-75.65011087
19153,A,37.42078438,-77.22891787
19154,A,26.37495173,-98.11620557
19155,B,33.97373047,-111.6341665
19156,A,39.60806364,-86.09941296
19157,A,38.84086262,-121.0998564
19158,A,29.87796616,-98.33626284
19159,A,40.50871873,-73.75244927
19160,A,37.03364091,-75.89083009
19161,A,41.06357556,-96.42762284
19162,B,29.77957189,-98.39764191
19163,D,30.76001965,-94.55853085
19164,A,37.23691168,-76.11225032
19165,D,34.49172732,-111.0673677
19166,C,33.89389275,-95.77613195
19167,C,43.7305172,-77.0106528
19168,A,43.30821539,-77.36349771
19169,A,39.20985562,-76.84767205
19170,A,29.67024068,-80.95168832
19171,D,36.91971924,-105.1551622
19172,A,38.9412733,-76.9794505
19173,B,39.60149791,-76.15078009
19174,B,42.65213104,-70.71186896
19175,B,42.3479817,-88.3548253
19176,B,26.54858159,-97.93553571
19177,A,43.37986198,-71.34323512
19178,C,40.98659982,-73.72845718
19179,A,34.91662431,-86.28125669
19180,D,30.53456262,-97.48188133
19181,D,38.77981864,-121.4101304
19182,D,38.09552977,-79.51334123
19183,D,41.01737038,-74.69497262
19184,D,42.84924712,-90.76183062
19185,C,41.92785358,-95.30461022
19186,D,38.25419898,-121.1154822
19187,A,39.73463035,-75.57654645
19188,B,47.16744647,-91.73631253
19189,C,30.15348108,-97.66853142
19190,B,41.06428122,-73.68795278
19191,A,38.9873264,-90.4268426
19192,A,40.89612493,-73.78167807
19193,D,39.41279474,-120.5875997
19194,B,42.16035902,-72.20780098
19195,D,32.20172127,-85.57708073
19196,A,41.65747375,-71.85190525
19197,A,34.54365168,-118.5209955
19198,B,34.16768339,-117.5377846
19199,C,37.91643558,-120.8511714
19200,D,30.47493058,-94.89687052
19201,A,33.51750635,-93.98583705
19202,C,21.39763214,-155.9765435
19203,A,41.10030075,-73.82559255
19204,C,34.85243216,-117.7688808
19205,A,42.02887099,-72.68143001
19206,C,41.33922431,-73.39492569
19207,D,38.10229863,-92.35192917
19208,A,33.5414747,-93.9909398
19209,D,42.74884312,-70.59996388
19210,C,41.49708055,-73.78279245
19211,C,37.61793998,-84.77888732
19212,D,45.70984306,-92.33995364
19213,C,36.88540017,-96.29874013
19214,A,37.78800347,-122.4093831
19215,C,40.6849327,-73.4873173
19216,D,33.39543287,-80.82190313
19217,D,42.65448387,-92.67728213
19218,C,26.77305347,-97.77977003
19219,A,39.84073251,-75.52141149
19220,C,41.12379903,-79.46719597
19221,C,43.42022809,-70.52279901
19222,C,39.55262996,-89.90306604
19223,B,37.12901858,-75.96827942
19224,C,44.31799438,-84.03894562
19225,A,41.00978575,-73.67372165
19226,B,39.09021992,-89.84421808
19227,A,32.73070745,-114.3773193
19228,C,40.63472426,-74.48834074
19229,A,43.46746335,-85.96083265
19230,C,34.74343156,-117.6695804
19231,A,42.63639523,-73.03509117
19232,A,30.29416271,-95.45464829
19233,D,41.03240891,-73.25972519
19234,C,27.57213806,-81.46477394
19235,A,26.48735201,-98.01177479
19236,A,38.85610794,-90.17098306
19237,C,39.31234667,-75.91306562
19238,D,39.75436814,-89.22010186
19239,C,43.31161426,-70.78405474
19240,A,43.55774971,-72.15094629
19241,A,39.25731912,-76.77563488
19242,C,39.10625433,-74.84543967
19243,C,36.31051623,-83.41951577
19244,C,42.3090649,-72.16754915
19245,D,30.59694801,-94.93061459
19246,C,42.41170773,-70.39094427
19247,B,40.11347702,-121.430333
19248,C,36.0422202,-118.4267118
19249,C,34.93895009,-77.30767336
19250,D,35.01499995,-83.96078625
19251,A,36.4559797,-82.0913513
19252,D,38.47351483,-76.46193317
19253,C,42.57601941,-79.43027159
19254,A,41.90703583,-71.25285917
19255,A,38.56150478,-76.24551663
19256,B,39.12106663,-87.29556267
19257,B,26.36393102,-97.07269898
19258,A,34.20744352,-118.4423875
19259,C,39.87906071,-83.75950919
19260,C,42.97625225,-83.02240175
19261,C,39.53053551,-89.80379549
19262,B,39.18541146,-89.47703954
19263,B,30.29106204,-89.68296286
19264,B,38.06393071,-77.01066729
19265,D,37.65407583,-75.12371597
19266,D,31.06272147,-94.29268873
19267,C,29.37587209,-81.02759672
19268,A,37.55094513,-77.20885727
19269,D,41.16221879,-76.21386721
19270,A,30.11391852,-89.96558888
19271,A,41.02899247,-73.69765703
19272,A,43.46925299,-70.83648401
19273,A,41.60516651,-72.58447449
19274,C,38.54137459,-83.89273741
19275,C,35.93448282,-101.1188335
19276,B,41.86667192,-87.37118408
19277,B,47.22721688,-95.42746612
19278,A,40.06091468,-82.82734922
19279,A,43.80198864,-71.69021416
19280,B,33.62419492,-116.8689391
19281,B,35.03500961,-117.5826434
19282,C,42.74384695,-87.42535895
19283,A,29.94509773,-90.09947117
19284,C,41.55138753,-72.03497524
19285,A,42.45182492,-71.14981418
19286,D,34.89474595,-117.283405
19287,B,41.13108034,-96.30813116
19288,A,41.95537138,-71.25834162
19289,C,41.68937153,-72.97525967
19290,A,42.15968548,-71.39761542
19291,C,43.74751774,-70.17267676
19292,A,35.2746983,-78.72209451
19293,A,43.11829962,-87.87752798
19294,C,36.3053688,-76.6469591
19295,A,45.0105364,-93.3790165
19296,A,43.37655695,-77.55842205
19297,B,45.32048239,-92.81016161
19298,D,35.04371,-117.6936127
19299,A,45.00013369,-93.2367613
19300,C,42.6990535,-70.5892646
19301,C,32.98400705,-93.13546145
19302,A,43.20659918,-88.06581382
19303,B,37.17295221,-119.0959859
19304,C,42.7921915,-70.3156449
19305,A,39.06505083,-76.65355047
19306,B,36.30213033,-78.31847557
19307,C,35.79956849,-80.60331141
19308,B,37.96622735,-121.5035127
19309,B,30.96132291,-96.70495159
19310,A,25.91425908,-80.11196492
19311,D,37.62361286,-75.39461974
19312,C,37.68995846,-79.14914324
19313,D,34.11521479,-96.09880741
19314,C,41.8645239,-72.5660531
19315,D,38.80608448,-121.3145125
19316,A,38.39314946,-93.72486254
19317,A,37.48906891,-122.1416431
19318,D,39.40316364,-74.23044546
19319,C,41.3899862,-73.3663848
19320,C,41.32690761,-73.28408939
19321,C,40.33892454,-74.90643546
19322,D,31.40608302,-86.35846598
19323,A,37.18532543,-93.29449897
19324,D,32.85925632,-101.3741314
19325,A,40.64148079,-73.97616421
19326,D,36.95474846,-95.29480165
19327,A,31.77125568,-106.2519723
19328,A,38.64452434,-90.17434856
19329,C,31.76808661,-97.24137369
19330,A,37.57653017,-80.88358083
19331,D,41.67722502,-95.72338581
19332,A,36.75391387,-93.11656113
19333,A,38.22297948,-85.53346802
19334,B,42.42849466,-70.88762874
19335,A,37.34684794,-83.89673476
19336,C,45.71161147,-88.89529153
19337,C,41.39350512,-73.36763488
19338,D,41.18959737,-82.43222963
19339,A,29.49495329,-98.72456871
19340,A,40.87565012,-73.85683988
19341,B,37.24436904,-75.64781196
19342,C,34.13214334,-101.3971487
19343,D,41.59643157,-73.61827173
19344,D,41.55703348,-73.11213662
19345,D,45.33913477,-88.85115753
19346,A,40.94326373,-98.33280967
19347,B,40.56282918,-74.87132228
19348,D,44.07109143,-69.98990757
19349,A,38.90514324,-90.79521966
19350,B,39.41640301,-94.09661199
19351,D,35.40409633,-97.08344567
19352,A,37.68747258,-122.4706624
19353,A,35.80193414,-105.8458019
19354,C,43.21678466,-93.45442524
19355,B,30.72708953,-91.79283921
19356,D,31.4274389,-95.5368009
19357,D,30.35242368,-97.84424832
19358,A,41.7544414,-93.3989151
19359,C,42.21154814,-74.60926096
19360,B,41.35929479,-73.51069421
19361,A,41.86463904,-70.98495896
19362,C,42.24638665,-72.43089335
19363,D,41.73130365,-73.24170435
19364,D,40.70308105,-73.98598795
19365,A,40.15384573,-74.61528027
19366,A,40.59759011,-74.24994189
19367,C,43.27130701,-73.17896299
19368,C,41.44710319,-74.44075981
19369,A,40.0053246,-75.188478
19370,C,38.83143708,-77.77064892
19371,A,38.76969845,-93.16178555
19372,A,29.88451349,-95.35645251
19373,D,43.00986042,-70.01713158
19374,C,39.56479631,-74.79463939
19375,C,39.46351863,-76.67747237
19376,C,37.40421217,-89.76263383
19377,C,30.87285543,-97.40185817
19378,A,36.30898324,-95.66724876
19379,A,38.9032698,-121.1143502
19380,A,41.26878057,-73.15324343
19381,D,39.71597877,-74.20364523
19382,B,37.2883691,-75.7678332
19383,D,42.54208751,-92.70649349
19384,C,42.60983473,-96.84970107
19385,B,35.42612987,-119.9529064
